Input,Output,Grid,Which,Index
8_15,3_1m,"[[55, 54, 50, 74, 8, 39, 40, 77, 3, 56, 60, 33, 32, 36, 28, 49, 46, 35, 45, 64, 41, 57, 63, 66, 59, 58, 47, 44, 61, 11, 73, 51, 4, 52, 70, 71, 72, 65, 53, 62, 17, 67, 38, 14, 68, 43, 29, 25, 18, 42, 24, 26, 23, 16, 22, 69, 75, 78, 1, 2, 30, 13, 19, 6, 5, 27, 7, 12, 15, 10, 31, 0, 9, 34, 37, 20, 21, 76, 48], [54, 50, 74, 0, 77, 36, 49, 3, 2, 55, 56, 32, 29, 35, 33, 46, 28, 40, 57, 59, 44, 63, 64, 68, 58, 66, 45, 47, 60, 4, 61, 65, 19, 51, 67, 72, 39, 62, 43, 53, 14, 71, 11, 26, 70, 76, 73, 27, 16, 41, 25, 24, 42, 17, 23, 75, 78, 18, 69, 1, 31, 8, 7, 9, 6, 30, 5, 13, 12, 15, 21, 48, 10, 37, 38, 22, 20, 34, 52]]",c,76
8_15,7_1,"[[29, 23, 15, 37, 10, 13, 2, 19, 20, 4, 14, 40, 18, 11, 16, 8, 6, 36, 7, 50, 52, 49, 45, 1, 30, 33, 31, 46, 3, 41, 48, 0, 51, 27, 24, 21, 47, 32, 5, 44, 39, 34, 35, 12, 28, 25, 43, 42, 38, 22, 17, 26, 9], [47, 15, 13, 29, 6, 20, 38, 14, 19, 2, 10, 18, 11, 16, 8, 37, 9, 33, 36, 49, 50, 44, 52, 7, 31, 28, 4, 45, 51, 40, 0, 3, 46, 48, 27, 24, 42, 30, 41, 32, 43, 39, 21, 1, 35, 26, 17, 34, 25, 12, 22, 23, 5]]",r,41
8_15,8_4m,"[[6, 24, 0, 19, 3, 16, 43, 12, 44, 23, 22, 13, 21, 47, 18, 40, 42, 41, 10, 37, 48, 39, 29, 28, 7, 27, 11, 5, 31, 45, 14, 1, 32, 33, 2, 25, 9, 8, 36, 34, 4, 35, 17, 38, 20, 30, 46, 15, 26], [15, 6, 46, 26, 22, 20, 31, 16, 43, 24, 23, 14, 13, 44, 47, 39, 40, 42, 36, 10, 3, 37, 30, 29, 1, 28, 27, 7, 32, 48, 12, 45, 33, 25, 21, 35, 5, 9, 8, 4, 2, 34, 18, 11, 19, 41, 38, 17, 0]]",r,41
8_16,0_1,"[[21, 28, 6, 31, 23, 11, 32, 24, 64, 19, 67, 69, 61, 47, 62, 63, 59, 56, 58, 53, 55, 60, 3, 2, 50, 33, 12, 54, 26, 43, 27, 39, 37, 66, 65, 25, 68, 45, 51, 49, 48, 46, 41, 42, 44, 17, 20, 18, 4, 52, 57, 5, 35, 40, 34, 1, 70, 0, 36, 30, 22, 8, 9, 10, 7, 13, 14, 15, 38, 16, 29], [22, 21, 67, 32, 24, 23, 47, 19, 62, 10, 69, 11, 64, 50, 63, 39, 58, 59, 57, 68, 65, 61, 2, 56, 20, 12, 0, 55, 54, 3, 26, 37, 33, 60, 66, 27, 25, 43, 4, 48, 51, 49, 42, 44, 40, 41, 18, 17, 52, 53, 46, 8, 34, 35, 45, 5, 1, 70, 38, 29, 31, 30, 7, 9, 14, 28, 15, 16, 6, 13, 36]]",c,24
8_16,8_20m,"[[29, 3, 6, 54, 20, 37, 0, 13, 50, 5, 9, 2, 27, 33, 8, 49, 35, 1, 30, 22, 19, 11, 26, 42, 16, 7, 39, 15, 51, 38, 44, 46, 14, 43, 31, 47, 53, 40, 24, 21, 4, 25, 32, 41, 10, 23, 18, 28, 45, 34, 52, 17, 12, 36, 48], [52, 2, 20, 50, 12, 9, 54, 15, 49, 3, 8, 6, 7, 29, 13, 48, 39, 11, 26, 30, 22, 5, 33, 1, 38, 14, 46, 16, 47, 35, 42, 44, 53, 51, 27, 34, 36, 43, 31, 24, 10, 23, 25, 28, 40, 21, 19, 32, 41, 17, 0, 18, 4, 37, 45]]",r,4
8_16,4_1,"[[29, 3, 6, 54, 20, 37, 0, 13, 50, 5, 9, 2, 27, 33, 8, 49, 35, 1, 30, 22, 19, 11, 26, 42, 16, 7, 39, 15, 51, 38, 44, 46, 14, 43, 31, 47, 53, 40, 24, 21, 4, 25, 32, 41, 10, 23, 18, 28, 45, 34, 52, 17, 12, 36, 48], [52, 2, 20, 50, 12, 9, 54, 15, 49, 3, 8, 6, 7, 29, 13, 48, 39, 11, 26, 30, 22, 5, 33, 1, 38, 14, 46, 16, 47, 35, 42, 44, 53, 51, 27, 34, 36, 43, 31, 24, 10, 23, 25, 28, 40, 21, 19, 32, 41, 17, 0, 18, 4, 37, 45]]",r,17
8_17,8_21,"[[42, 46, 7, 38, 1, 21, 3, 30, 25, 29, 27, 13, 8, 22, 2, 5, 4, 6, 23, 0, 18, 9, 14, 17, 45, 41, 10, 34, 20, 12, 19, 24, 39, 26, 37, 36, 43, 44, 35, 28, 33, 16, 31, 40, 32, 11, 15], [46, 45, 1, 36, 19, 18, 34, 32, 26, 27, 25, 3, 23, 21, 5, 0, 6, 8, 22, 4, 29, 11, 10, 2, 28, 9, 24, 31, 17, 7, 42, 20, 43, 30, 41, 13, 44, 37, 33, 14, 39, 12, 35, 38, 40, 15, 16]]",c,28
8_18,8_21,"[[15, 18, 8, 6, 7, 16, 1, 4, 11, 2, 0, 20, 14, 19, 9, 3, 10, 5, 13, 12, 17], [7, 17, 18, 0, 4, 5, 15, 2, 13, 19, 20, 14, 16, 6, 10, 1, 8, 9, 3, 11, 12]]",r,4
8_19,0_1,"[[10, 11, 9, 2, 0, 5, 3, 6, 4, 7, 1, 8], [1, 4, 7, 6, 5, 3, 8, 9, 10, 0, 2, 11]]",r,0
8_19,8_21,"[[11, 3, 2, 5, 6, 8, 7, 0, 10, 12, 9, 1, 4], [7, 9, 0, 12, 8, 3, 2, 10, 1, 4, 5, 6, 11]]",c,10
8_2,8_7m,"[[7, 17, 3, 16, 14, 9, 13, 15, 0, 12, 6, 2, 8, 11, 1, 5, 10, 4], [10, 3, 5, 1, 17, 16, 7, 14, 15, 0, 13, 4, 9, 12, 2, 8, 11, 6]]",r,13
8_2,8_13,"[[15, 13, 11, 9, 7, 4, 1, 2, 0, 10, 5, 8, 3, 14, 12, 6], [8, 3, 15, 12, 11, 9, 10, 7, 1, 2, 0, 14, 6, 13, 5, 4]]",r,10
8_2,8_14,"[[14, 8, 11, 7, 13, 1, 17, 18, 19, 22, 0, 2, 20, 6, 3, 16, 15, 23, 5, 21, 10, 4, 12, 9], [12, 7, 14, 5, 9, 13, 4, 17, 10, 19, 23, 1, 2, 3, 0, 22, 18, 16, 15, 20, 21, 6, 8, 11]]",c,14
8_2,8_10,"[[23, 35, 5, 6, 22, 28, 25, 36, 1, 4, 21, 2, 9, 31, 18, 26, 33, 12, 20, 8, 0, 37, 32, 27, 29, 30, 34, 13, 24, 14, 17, 15, 19, 3, 11, 7, 16, 10], [22, 21, 4, 7, 28, 27, 36, 1, 2, 17, 8, 9, 6, 18, 23, 37, 32, 14, 26, 12, 33, 0, 3, 20, 24, 31, 5, 11, 10, 15, 30, 19, 16, 35, 34, 13, 29, 25]]",c,13
8_2,6_2m,"[[3, 9, 16, 12, 14, 13, 11, 15, 0, 10, 8, 5, 6, 2, 4, 1, 7, 17], [2, 11, 3, 0, 16, 17, 14, 4, 13, 15, 10, 8, 7, 12, 6, 5, 9, 1]]",r,1
8_2,7_5,"[[2, 5, 16, 15, 14, 19, 18, 13, 17, 20, 12, 10, 11, 4, 3, 7, 1, 0, 9, 6, 8], [9, 7, 5, 2, 16, 17, 19, 10, 20, 8, 15, 12, 4, 3, 14, 6, 13, 18, 0, 1, 11]]",c,2
8_2,7_5m,"[[5, 39, 35, 30, 26, 27, 3, 32, 6, 22, 25, 1, 20, 14, 31, 33, 40, 24, 38, 10, 11, 36, 28, 8, 19, 18, 9, 34, 0, 21, 16, 37, 29, 23, 12, 4, 7, 15, 13, 17, 2], [0, 6, 31, 25, 5, 39, 1, 35, 32, 10, 27, 21, 9, 20, 38, 24, 7, 22, 36, 14, 28, 37, 33, 13, 30, 19, 8, 40, 12, 26, 34, 2, 23, 3, 4, 16, 11, 17, 15, 18, 29]]",r,5
8_20,0_1,"[[0, 3, 2, 16, 9, 14, 1, 10, 8, 7, 17, 12, 5, 4, 6, 11, 13, 15], [15, 2, 14, 5, 17, 0, 3, 9, 7, 12, 1, 4, 10, 16, 8, 6, 11, 13]]",r,4
8_20,8_20m,"[[13, 15, 11, 4, 2, 6, 16, 7, 9, 10, 0, 14, 8, 12, 3, 17, 1, 5], [16, 0, 14, 1, 12, 7, 6, 10, 11, 9, 13, 17, 5, 3, 4, 8, 15, 2]]",c,7
8_20,7_2,"[[19, 33, 27, 28, 32, 25, 37, 31, 36, 35, 0, 12, 22, 17, 2, 24, 20, 18, 8, 4, 1, 9, 10, 11, 16, 29, 7, 6, 26, 15, 34, 3, 23, 14, 30, 5, 13, 21], [23, 0, 24, 18, 1, 35, 5, 28, 30, 32, 37, 17, 25, 36, 34, 20, 2, 29, 21, 10, 3, 22, 11, 12, 9, 6, 8, 7, 27, 26, 33, 4, 14, 15, 31, 13, 16, 19]]",c,28
8_3,0_1,"[[0, 5, 7, 8, 9, 3, 2, 6, 11, 10, 1, 4], [3, 7, 1, 2, 4, 8, 5, 10, 9, 0, 11, 6]]",r,2
8_3,8_20,"[[14, 18, 2, 0, 17, 12, 15, 13, 16, 1, 5, 4, 7, 10, 3, 9, 11, 8, 6], [0, 9, 11, 16, 18, 15, 13, 17, 3, 2, 4, 7, 1, 12, 8, 5, 14, 6, 10]]",r,15
8_3,3_1#5_1m,"[[0, 5, 7, 8, 9, 3, 2, 6, 11, 10, 1, 4], [3, 7, 1, 2, 4, 8, 5, 10, 9, 0, 11, 6]]",r,6
8_4,0_1,"[[17, 5, 10, 14, 4, 3, 9, 7, 12, 11, 6, 8, 2, 18, 16, 1, 0, 15, 13], [0, 17, 7, 12, 14, 4, 11, 13, 9, 8, 10, 5, 6, 3, 15, 18, 2, 1, 16]]",r,13
8_4,8_10,"[[5, 3, 15, 19, 11, 0, 7, 6, 8, 14, 13, 2, 12, 9, 10, 1, 17, 16, 4, 18], [3, 2, 0, 18, 7, 19, 8, 9, 1, 6, 15, 11, 14, 13, 12, 10, 16, 4, 5, 17]]",r,11
8_4,8_13m,"[[6, 1, 0, 3, 4, 11, 13, 17, 15, 18, 2, 14, 12, 10, 9, 8, 16, 5, 7], [5, 4, 10, 11, 13, 9, 17, 2, 1, 3, 16, 18, 15, 14, 8, 7, 0, 12, 6]]",c,12
8_4,3_1m#5_2,"[[10, 11, 9, 7, 2, 6, 17, 12, 14, 15, 18, 21, 0, 1, 3, 19, 20, 16, 4, 5, 13, 8], [8, 9, 10, 12, 11, 7, 14, 13, 6, 18, 21, 1, 2, 3, 20, 0, 16, 17, 19, 4, 5, 15]]",c,3
8_4,8_13,"[[5, 42, 32, 3, 6, 30, 38, 36, 11, 34, 39, 29, 41, 1, 26, 0, 2, 12, 33, 23, 20, 35, 37, 4, 13, 7, 24, 19, 40, 31, 10, 27, 25, 14, 15, 18, 22, 16, 21, 17, 8, 9, 28], [38, 40, 36, 6, 5, 28, 34, 12, 42, 30, 13, 39, 1, 32, 41, 9, 0, 2, 29, 35, 19, 33, 27, 31, 10, 37, 26, 24, 7, 25, 15, 18, 17, 8, 16, 20, 23, 4, 22, 11, 21, 3, 14]]",c,7
8_5,0_1,"[[4, 12, 5, 14, 11, 1, 15, 13, 6, 3, 8, 0, 10, 9, 7, 2], [0, 15, 8, 11, 2, 4, 3, 1, 13, 9, 10, 5, 12, 14, 6, 7]]",r,1
8_5,8_8,"[[15, 4, 13, 9, 17, 0, 16, 1, 2, 12, 6, 5, 10, 8, 7, 3, 11, 14], [1, 3, 16, 11, 14, 17, 5, 2, 10, 7, 9, 6, 12, 13, 8, 15, 0, 4]]",r,3
8_5,8_19,"[[15, 13, 16, 5, 6, 7, 0, 8, 9, 11, 18, 10, 4, 17, 14, 12, 3, 1, 2], [1, 8, 3, 7, 14, 13, 4, 10, 5, 15, 6, 11, 12, 16, 9, 17, 18, 2, 0]]",r,12
8_5,3_1m#4_1,"[[9, 3, 25, 2, 29, 23, 0, 28, 5, 1, 24, 6, 26, 14, 8, 22, 18, 15, 16, 17, 19, 20, 10, 21, 11, 13, 12, 4, 27, 7], [15, 2, 23, 0, 1, 3, 29, 26, 21, 28, 4, 5, 8, 7, 17, 24, 20, 16, 18, 22, 27, 19, 11, 10, 13, 9, 14, 12, 25, 6]]",r,0
8_5,3_1m#4_1,"[[2, 7, 6, 32, 8, 3, 20, 30, 13, 29, 26, 37, 14, 10, 35, 25, 9, 36, 38, 31, 15, 18, 43, 5, 22, 19, 41, 21, 40, 12, 28, 27, 16, 44, 1, 0, 33, 45, 23, 39, 24, 4, 11, 17, 42, 34], [3, 13, 14, 30, 2, 42, 19, 36, 15, 32, 29, 25, 10, 20, 37, 26, 17, 31, 4, 38, 16, 5, 44, 9, 21, 18, 43, 35, 41, 8, 23, 28, 27, 0, 6, 45, 12, 39, 22, 34, 40, 33, 24, 11, 1, 7]]",c,5
8_5,8_8m,"[[30, 34, 11, 8, 28, 7, 35, 33, 3, 14, 6, 20, 12, 16, 1, 19, 42, 18, 26, 25, 29, 5, 24, 23, 2, 10, 21, 13, 17, 36, 32, 31, 39, 22, 4, 15, 41, 0, 37, 38, 40, 9, 27], [33, 38, 21, 40, 24, 8, 41, 37, 6, 7, 31, 18, 16, 28, 19, 20, 1, 14, 25, 27, 42, 3, 29, 5, 0, 13, 23, 2, 10, 22, 36, 17, 4, 26, 15, 11, 30, 9, 39, 35, 32, 12, 34]]",r,37
8_6,0_1,"[[7, 35, 40, 10, 3, 8, 38, 2, 41, 18, 29, 28, 30, 42, 5, 27, 17, 4, 1, 13, 16, 23, 21, 37, 20, 6, 12, 25, 32, 24, 22, 19, 9, 14, 31, 33, 34, 26, 11, 39, 36, 0, 15], [19, 10, 41, 2, 8, 9, 17, 3, 4, 23, 36, 29, 35, 5, 6, 30, 42, 1, 16, 15, 13, 28, 27, 38, 21, 12, 7, 14, 37, 20, 24, 18, 33, 11, 32, 34, 31, 25, 22, 26, 40, 39, 0]]",c,13
8_6,8_10,"[[37, 53, 51, 1, 47, 10, 2, 52, 50, 49, 44, 38, 16, 20, 0, 9, 6, 8, 11, 13, 5, 7, 25, 23, 27, 22, 3, 19, 43, 34, 55, 35, 29, 39, 4, 46, 41, 45, 28, 21, 48, 24, 12, 18, 17, 33, 32, 30, 26, 42, 54, 15, 14, 31, 36, 40], [36, 55, 54, 48, 10, 9, 12, 53, 52, 50, 49, 19, 47, 16, 1, 5, 44, 7, 6, 8, 0, 11, 23, 22, 25, 20, 2, 21, 27, 43, 3, 34, 35, 29, 40, 45, 42, 13, 41, 28, 46, 26, 18, 14, 24, 30, 33, 31, 51, 32, 4, 17, 15, 39, 38, 37]]",r,0
8_6,8_20m,"[[23, 30, 19, 18, 14, 41, 4, 36, 16, 2, 20, 13, 10, 21, 26, 45, 46, 34, 8, 7, 6, 11, 35, 15, 1, 32, 28, 5, 38, 9, 42, 39, 33, 3, 44, 43, 0, 31, 37, 40, 24, 12, 25, 27, 29, 22, 17], [25, 29, 21, 17, 12, 36, 18, 22, 20, 9, 13, 10, 11, 26, 24, 46, 4, 41, 45, 6, 15, 8, 34, 35, 14, 5, 42, 7, 32, 3, 39, 38, 31, 16, 2, 44, 43, 37, 40, 1, 28, 19, 0, 23, 27, 30, 33]]",r,31
8_6,3_1m#5_1,"[[36, 35, 42, 33, 26, 1, 24, 9, 6, 41, 37, 23, 22, 34, 13, 18, 14, 8, 38, 7, 16, 40, 15, 39, 20, 19, 4, 2, 31, 5, 29, 28, 17, 32, 27, 25, 30, 10, 12, 21, 11, 0, 3], [32, 33, 41, 36, 0, 6, 28, 26, 14, 34, 35, 9, 23, 37, 15, 24, 16, 18, 7, 5, 13, 39, 38, 19, 21, 20, 2, 40, 30, 29, 25, 27, 22, 4, 31, 17, 1, 12, 11, 10, 3, 42, 8]]",c,28
8_6,3_1#5_2m,"[[7, 35, 40, 10, 3, 8, 38, 2, 41, 18, 29, 28, 30, 42, 5, 27, 17, 4, 1, 13, 16, 23, 21, 37, 20, 6, 12, 25, 32, 24, 22, 19, 9, 14, 31, 33, 34, 26, 11, 39, 36, 0, 15], [19, 10, 41, 2, 8, 9, 17, 3, 4, 23, 36, 29, 35, 5, 6, 30, 42, 1, 16, 15, 13, 28, 27, 38, 21, 12, 7, 14, 37, 20, 24, 18, 33, 11, 32, 34, 31, 25, 22, 26, 40, 39, 0]]",r,1
8_7,0_1,"[[9, 15, 17, 2, 18, 0, 1, 3, 16, 8, 10, 14, 7, 11, 5, 6, 4, 12, 13], [17, 18, 1, 3, 2, 12, 6, 16, 14, 11, 13, 0, 9, 10, 4, 5, 8, 7, 15]]",c,16
8_7,8_6m,"[[11, 48, 28, 14, 15, 45, 35, 5, 42, 41, 6, 2, 16, 7, 22, 18, 43, 21, 37, 23, 8, 1, 26, 20, 19, 25, 34, 0, 36, 29, 31, 30, 50, 3, 33, 32, 47, 13, 49, 9, 17, 12, 27, 46, 39, 38, 40, 4, 10, 44, 24], [22, 45, 8, 5, 14, 44, 47, 6, 41, 15, 2, 16, 11, 18, 23, 30, 42, 26, 43, 21, 37, 7, 19, 33, 20, 0, 17, 50, 3, 32, 29, 31, 38, 1, 36, 25, 49, 9, 4, 10, 12, 35, 34, 48, 13, 39, 28, 46, 24, 40, 27]]",r,35
8_7,8_9,"[[18, 20, 19, 21, 14, 16, 7, 17, 2, 11, 5, 12, 15, 9, 4, 3, 22, 0, 8, 1, 6, 10, 13], [0, 19, 3, 18, 16, 21, 8, 14, 7, 10, 9, 11, 12, 15, 22, 5, 6, 1, 4, 2, 13, 17, 20]]",r,17
8_7,8_11,"[[8, 4, 3, 10, 5, 9, 11, 14, 7, 12, 13, 6, 15, 0, 2, 1], [12, 7, 6, 4, 14, 11, 10, 13, 5, 15, 0, 8, 1, 2, 3, 9]]",r,11
8_7,8_14m,"[[2, 5, 4, 6, 7, 10, 9, 16, 15, 13, 3, 0, 1, 8, 12, 14, 11, 17], [6, 8, 10, 4, 13, 0, 7, 2, 17, 14, 12, 1, 3, 9, 11, 16, 15, 5]]",r,13
8_7,8_20,"[[22, 15, 16, 40, 38, 41, 43, 39, 23, 62, 42, 48, 34, 33, 63, 50, 60, 49, 54, 0, 44, 66, 10, 26, 65, 12, 11, 68, 31, 52, 58, 8, 46, 51, 56, 53, 55, 6, 7, 4, 57, 1, 67, 2, 59, 25, 5, 3, 30, 32, 24, 28, 21, 27, 64, 13, 20, 29, 19, 45, 47, 36, 14, 35, 18, 61, 37, 17, 9], [17, 16, 22, 43, 40, 42, 41, 38, 15, 9, 48, 50, 13, 34, 56, 46, 63, 33, 49, 60, 59, 58, 12, 8, 68, 11, 65, 66, 26, 55, 0, 10, 31, 53, 51, 52, 57, 4, 6, 3, 30, 5, 2, 1, 61, 35, 7, 14, 32, 24, 28, 29, 20, 21, 67, 64, 19, 27, 45, 47, 54, 39, 18, 37, 44, 62, 36, 25, 23]]",r,14
8_7,7_3,"[[11, 48, 28, 14, 15, 45, 35, 5, 42, 41, 6, 2, 16, 7, 22, 18, 43, 21, 37, 23, 8, 1, 26, 20, 19, 25, 34, 0, 36, 29, 31, 30, 50, 3, 33, 32, 47, 13, 49, 9, 17, 12, 27, 46, 39, 38, 40, 4, 10, 44, 24], [22, 45, 8, 5, 14, 44, 47, 6, 41, 15, 2, 16, 11, 18, 23, 30, 42, 26, 43, 21, 37, 7, 19, 33, 20, 0, 17, 50, 3, 32, 29, 31, 38, 1, 36, 25, 49, 9, 4, 10, 12, 35, 34, 48, 13, 39, 28, 46, 24, 40, 27]]",r,31
8_8,0_1,"[[7, 5, 40, 39, 43, 10, 12, 23, 21, 37, 38, 11, 14, 41, 0, 33, 31, 22, 19, 27, 34, 4, 13, 6, 15, 28, 24, 16, 25, 20, 18, 8, 9, 1, 3, 32, 30, 29, 2, 26, 17, 42, 35, 36], [5, 1, 39, 37, 16, 12, 29, 32, 31, 38, 42, 14, 23, 0, 19, 21, 34, 10, 13, 17, 41, 22, 6, 7, 8, 27, 28, 25, 24, 15, 20, 9, 11, 43, 2, 30, 3, 35, 4, 18, 26, 33, 36, 40]]",r,38
8_8,8_9,"[[5, 35, 28, 9, 12, 30, 22, 17, 52, 43, 24, 23, 19, 4, 25, 6, 21, 15, 18, 20, 16, 55, 13, 29, 31, 44, 38, 40, 36, 32, 39, 27, 8, 47, 48, 50, 11, 14, 33, 37, 34, 26, 56, 49, 1, 41, 42, 3, 2, 0, 46, 7, 10, 53, 45, 54, 51], [46, 28, 30, 51, 17, 9, 12, 5, 25, 32, 23, 26, 24, 41, 21, 4, 20, 18, 19, 15, 22, 6, 16, 36, 40, 43, 31, 42, 50, 13, 38, 8, 2, 37, 56, 48, 14, 49, 34, 33, 35, 27, 55, 52, 29, 39, 47, 10, 0, 3, 7, 11, 1, 45, 44, 53, 54]]",c,8
8_8,8_8m,"[[37, 42, 28, 32, 15, 17, 29, 35, 16, 23, 45, 25, 36, 39, 27, 33, 22, 18, 21, 0, 3, 19, 47, 10, 46, 20, 13, 30, 41, 26, 1, 4, 43, 2, 38, 24, 34, 31, 6, 44, 48, 5, 7, 14, 11, 8, 9, 12, 40], [5, 40, 29, 37, 35, 16, 32, 36, 2, 15, 33, 23, 39, 42, 26, 30, 3, 19, 18, 4, 0, 20, 1, 17, 47, 13, 10, 41, 43, 24, 48, 46, 27, 31, 44, 21, 38, 34, 7, 22, 8, 45, 28, 6, 9, 25, 14, 11, 12]]",c,4
8_8,8_14m,"[[7, 5, 40, 39, 43, 10, 12, 23, 21, 37, 38, 11, 14, 41, 0, 33, 31, 22, 19, 27, 34, 4, 13, 6, 15, 28, 24, 16, 25, 20, 18, 8, 9, 1, 3, 32, 30, 29, 2, 26, 17, 42, 35, 36], [5, 1, 39, 37, 16, 12, 29, 32, 31, 38, 42, 14, 23, 0, 19, 21, 34, 10, 13, 17, 41, 22, 6, 7, 8, 27, 28, 25, 24, 15, 20, 9, 11, 43, 2, 30, 3, 35, 4, 18, 26, 33, 36, 40]]",c,0
8_8,3_1#5_2,"[[7, 5, 40, 39, 43, 10, 12, 23, 21, 37, 38, 11, 14, 41, 0, 33, 31, 22, 19, 27, 34, 4, 13, 6, 15, 28, 24, 16, 25, 20, 18, 8, 9, 1, 3, 32, 30, 29, 2, 26, 17, 42, 35, 36], [5, 1, 39, 37, 16, 12, 29, 32, 31, 38, 42, 14, 23, 0, 19, 21, 34, 10, 13, 17, 41, 22, 6, 7, 8, 27, 28, 25, 24, 15, 20, 9, 11, 43, 2, 30, 3, 35, 4, 18, 26, 33, 36, 40]]",r,18
8_8,4_1#4_1,"[[16, 21, 24, 11, 18, 17, 28, 32, 25, 41, 12, 3, 1, 33, 19, 39, 20, 22, 29, 26, 31, 38, 34, 42, 40, 36, 0, 43, 35, 37, 10, 4, 23, 15, 5, 14, 30, 9, 2, 7, 27, 13, 8, 6], [17, 5, 27, 7, 16, 10, 25, 6, 26, 20, 8, 1, 18, 34, 32, 33, 12, 19, 22, 40, 42, 3, 31, 43, 39, 37, 36, 35, 38, 41, 4, 15, 21, 29, 24, 23, 28, 14, 13, 2, 30, 9, 11, 0]]",c,21
8_8,7_2,"[[0, 23, 7, 27, 26, 39, 12, 3, 11, 4, 15, 40, 37, 29, 35, 36, 46, 31, 24, 33, 38, 42, 32, 41, 30, 10, 6, 8, 13, 28, 5, 47, 44, 45, 49, 17, 20, 25, 16, 2, 18, 34, 50, 14, 22, 19, 48, 9, 1, 21, 43], [9, 27, 1, 34, 15, 40, 13, 50, 3, 37, 11, 28, 26, 39, 36, 23, 31, 29, 8, 35, 41, 38, 30, 32, 33, 14, 10, 6, 42, 5, 47, 4, 2, 49, 43, 19, 24, 18, 17, 45, 20, 22, 44, 16, 21, 0, 46, 48, 12, 25, 7]]",c,42
8_9,8_19,"[[6, 52, 50, 57, 29, 53, 34, 55, 54, 59, 43, 8, 28, 35, 45, 1, 0, 42, 41, 56, 58, 3, 4, 2, 25, 22, 46, 11, 27, 48, 7, 26, 31, 39, 30, 40, 19, 23, 33, 17, 15, 13, 9, 20, 16, 10, 12, 24, 18, 21, 14, 44, 49, 38, 37, 36, 32, 47, 51, 5], [5, 50, 51, 52, 34, 14, 54, 56, 55, 6, 42, 58, 29, 28, 1, 0, 3, 41, 40, 8, 57, 4, 2, 11, 32, 25, 43, 7, 26, 53, 22, 33, 48, 30, 31, 35, 23, 24, 19, 44, 46, 9, 17, 16, 10, 12, 13, 18, 21, 20, 15, 38, 45, 47, 39, 27, 37, 49, 59, 36]]",r,9
